ID_Registro_Fundo;ID_Registro_Classe;CNPJ_Classe;Codigo_CVM;Data_Registro;Data_Constituicao;Data_Inicio;Tipo_Classe;Denominacao_Social;Situacao;Data_Inicio_Situacao;Classificacao;Indicador_Desempenho;Classe_Cotas;Classificacao_Anbima;Tributacao_Longo_Prazo;Entidade_Investimento;Permitido_Aplicacao_CemPorCento_Exterior;Classe_ESG;Forma_Condominio;Exclusivo;Publico_Alvo;Patrimonio_Liquido;Data_Patrimonio_Liquido;CNPJ_Auditor;Auditor;CNPJ_Custodiante;Custodiante;CNPJ_Controlador;Controlador
5879;28270;53263484000128;914;2023-12-19;2023-12-19;2023-12-19;Classes de Cotas de Fundos FIP;ITAMINAS FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA;Em Funcionamento Normal;2024-01-11;;;;;;N;;N;Fechado;;;-234140380.86;2025-12-31;19280834000126;NEXT AUDITORES INDEPENDENTES S/S LTDA.;34829992000186;CBSF DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A. - EM LIQUIDAÇÃO EXTRAJUDICIAL;;
