UF,PROCESSO,NOME,SUBS,FASE,AREA_HA,ULT_EVENTO,lat,lon
BA,872068/2024,3D MINERALS LTDA,MINÉRIO DE COBRE,AUTORIZAÇÃO DE PESQUISA,1937.69,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 07/01/2026,-9.6471,-43.0217
BA,872240/2024,3D MINERALS LTDA,MINÉRIO DE ESTANHO,AUTORIZAÇÃO DE PESQUISA,852.39,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 02/07/2026,-13.4494,-42.1714
BA,872300/2024,3D MINERALS LTDA,MINÉRIO DE FERRO,AUTORIZAÇÃO DE PESQUISA,299.55,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 02/07/2026,-14.1034,-41.9968
BA,872299/2024,3D MINERALS LTDA,MINÉRIO DE FERRO,AUTORIZAÇÃO DE PESQUISA,1851.11,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 03/07/2026,-13.7264,-42.0969
BA,872305/2024,3D MINERALS LTDA,MINÉRIO DE TUNGSTÊNIO,AUTORIZAÇÃO DE PESQUISA,1965.07,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 03/07/2026,-11.325,-41.6908
BA,872302/2024,3D MINERALS LTDA,FOSFATO,AUTORIZAÇÃO DE PESQUISA,994.69,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 02/07/2026,-12.3323,-41.013
BA,872054/2024,3D MINERALS LTDA,MINÉRIO DE COBRE,AUTORIZAÇÃO DE PESQUISA,999.71,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 05/01/2026,-10.0045,-40.5521
BA,872064/2024,3D MINERALS LTDA,MINÉRIO DE COBRE,AUTORIZAÇÃO DE PESQUISA,1940.6,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 06/01/2026,-9.5695,-43.285
BA,872059/2024,3D MINERALS LTDA,MINÉRIO DE COBRE,AUTORIZAÇÃO DE PESQUISA,1960.74,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 06/01/2026,-9.5004,-43.4944
BA,872062/2024,3D MINERALS LTDA,MINÉRIO DE COBRE,AUTORIZAÇÃO DE PESQUISA,1947.08,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 06/01/2026,-9.5031,-43.3775
BA,872067/2024,3D MINERALS LTDA,MINÉRIO DE COBRE,AUTORIZAÇÃO DE PESQUISA,1953.8,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 07/01/2026,-9.607,-43.2922
BA,872223/2024,3D MINERALS LTDA,MINÉRIO DE COBRE,AUTORIZAÇÃO DE PESQUISA,1568.45,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 06/01/2026,-13.1921,-38.9499
BA,872224/2024,3D MINERALS LTDA,MINÉRIO DE FERRO,AUTORIZAÇÃO DE PESQUISA,490.24,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 05/01/2026,-13.8745,-42.0729
BA,872242/2024,3D MINERALS LTDA,FOSFATO,AUTORIZAÇÃO DE PESQUISA,1170.65,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 05/01/2026,-12.3546,-41.0133
BA,872080/2024,3D MINERALS LTDA,MINÉRIO DE ESTANHO,AUTORIZAÇÃO DE PESQUISA,557.12,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 05/01/2026,-13.438,-42.1441
BA,872071/2024,3D MINERALS LTDA,MINÉRIO DE COBRE,AUTORIZAÇÃO DE PESQUISA,1980.4,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 06/01/2026,-9.6824,-43.029
BA,872077/2024,3D MINERALS LTDA,MINÉRIO DE ZINCO,AUTORIZAÇÃO DE PESQUISA,1349.58,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 06/01/2026,-11.3201,-41.7514
BA,872049/2024,3D MINERALS LTDA,MINÉRIO DE FERRO,AUTORIZAÇÃO DE PESQUISA,76.98,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 05/01/2026,-13.8865,-42.042
BA,872066/2024,3D MINERALS LTDA,MINÉRIO DE COBRE,AUTORIZAÇÃO DE PESQUISA,1937.15,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 06/01/2026,-9.5897,-43.3289
BA,872221/2024,3D MINERALS LTDA,MINÉRIO DE FERRO,AUTORIZAÇÃO DE PESQUISA,1480.44,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 05/01/2026,-14.1609,-42.0938
BA,872304/2024,3D MINERALS LTDA,FOSFATO,AUTORIZAÇÃO DE PESQUISA,403.96,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 02/07/2026,-12.3895,-41.0143
BA,872306/2024,3D MINERALS LTDA,MINÉRIO DE TUNGSTÊNIO,AUTORIZAÇÃO DE PESQUISA,1997.32,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 06/07/2026,-11.3875,-41.5651
BA,872307/2024,3D MINERALS LTDA,MINÉRIO DE COBRE,AUTORIZAÇÃO DE PESQUISA,286.0,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 02/07/2026,-13.1698,-38.9197
BA,872308/2024,3D MINERALS LTDA,MINÉRIO DE COBRE,AUTORIZAÇÃO DE PESQUISA,1842.03,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 03/07/2026,-9.4601,-43.4846
BA,872301/2024,3D MINERALS LTDA,MINÉRIO DE FERRO,AUTORIZAÇÃO DE PESQUISA,377.45,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 02/07/2026,-14.1731,-42.0933
BA,872058/2024,3D MINERALS LTDA,MINÉRIO DE COBRE,AUTORIZAÇÃO DE PESQUISA,972.67,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 05/01/2026,-9.4751,-43.1163
BA,872079/2024,3D MINERALS LTDA,MINÉRIO DE ZINCO,AUTORIZAÇÃO DE PESQUISA,1997.88,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 07/01/2026,-11.4227,-41.7631
BA,872090/2024,3D MINERALS LTDA,MINÉRIO DE COBRE,AUTORIZAÇÃO DE PESQUISA,502.91,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 05/01/2026,-9.3921,-39.9635
BA,872222/2024,3D MINERALS LTDA,MINÉRIO DE FERRO,AUTORIZAÇÃO DE PESQUISA,1881.74,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 03/07/2026,-14.4685,-40.1759
BA,872243/2024,3D MINERALS LTDA,CASSITERITA,AUTORIZAÇÃO DE PESQUISA,946.92,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 05/01/2026,-17.3318,-39.259
BA,872076/2024,3D MINERALS LTDA,CASSITERITA,AUTORIZAÇÃO DE PESQUISA,1923.8,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 03/07/2026,-17.5419,-39.2477
BA,872013/2024,3D MINERALS LTDA,OURO,REQUERIMENTO DE LAVRA,1702.01,362 - REQ LAV/PRORROGAÇÃO PRAZO EXIGÊNCIA PROTOC EM 26/11/2025,-13.9235,-41.8659
BA,872070/2024,3D MINERALS LTDA,MINÉRIO DE COBRE,AUTORIZAÇÃO DE PESQUISA,1934.16,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 07/01/2026,-9.6471,-42.9489
BA,872220/2024,3D MINERALS LTDA,MINÉRIO DE FERRO,AUTORIZAÇÃO DE PESQUISA,1516.82,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 03/07/2026,-14.7359,-40.22
BA,872183/2024,3D MINERALS LTDA,MINÉRIO DE FERRO,AUTORIZAÇÃO DE PESQUISA,1818.23,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 05/01/2026,-13.841,-42.0571
BA,872303/2024,3D MINERALS LTDA,FOSFATO,AUTORIZAÇÃO DE PESQUISA,1145.54,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 02/07/2026,-12.369,-41.0529
BA,872297/2024,3D MINERALS LTDA,MINÉRIO DE FERRO,AUTORIZAÇÃO DE PESQUISA,1492.75,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 03/07/2026,-13.938,-41.8175
BA,872298/2024,3D MINERALS LTDA,MINÉRIO DE FERRO,AUTORIZAÇÃO DE PESQUISA,1117.28,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 02/07/2026,-13.8991,-41.8431
BA,872296/2024,3D MINERALS LTDA,MINÉRIO DE FERRO,AUTORIZAÇÃO DE PESQUISA,1276.06,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 02/07/2026,-13.8595,-42.0258
BA,872053/2024,3D MINERALS LTDA,MINÉRIO DE FERRO,AUTORIZAÇÃO DE PESQUISA,1978.82,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 06/07/2026,-14.591,-40.047
BA,872047/2024,3D MINERALS LTDA,MINÉRIO DE FERRO,AUTORIZAÇÃO DE PESQUISA,1989.5,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 03/07/2026,-13.7735,-42.0824
BA,872051/2024,3D MINERALS LTDA,MINÉRIO DE FERRO,AUTORIZAÇÃO DE PESQUISA,1993.89,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 03/07/2026,-14.5439,-40.0141
BA,872048/2024,3D MINERALS LTDA,MINÉRIO DE FERRO,AUTORIZAÇÃO DE PESQUISA,1854.07,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 03/07/2026,-13.8238,-42.1012
BA,872078/2024,3D MINERALS LTDA,MINÉRIO DE ZINCO,AUTORIZAÇÃO DE PESQUISA,1614.43,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 06/07/2026,-11.3903,-41.7494
BA,870366/2025,3D MINERALS LTDA,MINÉRIO DE FERRO,AUTORIZAÇÃO DE PESQUISA,395.8,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 05/01/2026,-14.4772,-41.8813
BA,870514/2025,3D MINERALS LTDA,MINÉRIO DE FERRO,AUTORIZAÇÃO DE PESQUISA,1924.14,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 06/01/2026,-14.5273,-41.9066
BA,872082/2024,3D MINERALS LTDA,MINÉRIO DE TUNGSTÊNIO,AUTORIZAÇÃO DE PESQUISA,1988.94,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 03/07/2026,-10.415,-40.3007
BA,872081/2024,3D MINERALS LTDA,MINÉRIO DE TUNGSTÊNIO,AUTORIZAÇÃO DE PESQUISA,1943.63,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 03/07/2026,-10.5323,-40.4383
BA,872033/2024,3D MINERALS LTDA,MINÉRIO DE FERRO,AUTORIZAÇÃO DE PESQUISA,1006.1,249 - AUT PESQ/TRANSF DIREITOS-CESSÃO TOTAL PROTOC EM 27/02/2026,-14.1111,-39.6952
BA,870085/2025,3D MINERALS LTDA,MINÉRIO DE FERRO,AUTORIZAÇÃO DE PESQUISA,1451.73,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 03/07/2026,-13.8946,-41.7926
BA,870883/2025,3D MINERALS LTDA,MINÉRIO DE FERRO,AUTORIZAÇÃO DE PESQUISA,257.93,249 - AUT PESQ/TRANSF DIREITOS-CESSÃO TOTAL PROTOC EM 03/09/2026,-13.8536,-42.047
BA,870848/2025,3D MINERALS LTDA,MINÉRIO DE FERRO,AUTORIZAÇÃO DE PESQUISA,867.85,249 - AUT PESQ/TRANSF DIREITOS-CESSÃO TOTAL PROTOC EM 27/02/2026,-14.1105,-39.6908
TO,864384/2024,3D MINERALS LTDA,FOSFATO,AUTORIZAÇÃO DE PESQUISA,7269.27,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 14/07/2026,-5.737,-48.2752
MT,867028/2024,3D MINERALS LTDA,MINÉRIO DE COBRE,AUTORIZAÇÃO DE PESQUISA,8076.02,249 - AUT PESQ/TRANSF DIREITOS-CESSÃO TOTAL PROTOC EM 03/09/2026,-9.7368,-56.0239
MT,867014/2024,3D MINERALS LTDA,MINÉRIO DE COBRE,AUTORIZAÇÃO DE PESQUISA,9923.73,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 29/01/2026,-9.2723,-57.5507
MT,867147/2024,3D MINERALS LTDA,MINÉRIO DE COBRE,AUTORIZAÇÃO DE PESQUISA,3711.34,249 - AUT PESQ/TRANSF DIREITOS-CESSÃO TOTAL PROTOC EM 03/09/2026,-9.6476,-56.1158
MT,867151/2024,3D MINERALS LTDA,MINÉRIO DE COBRE,AUTORIZAÇÃO DE PESQUISA,246.71,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 05/01/2026,-9.8489,-56.41
MT,867120/2024,3D MINERALS LTDA,MINÉRIO DE COBRE,AUTORIZAÇÃO DE PESQUISA,2302.51,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 06/07/2026,-9.635,-56.6794
MT,867115/2024,3D MINERALS LTDA,MINÉRIO DE COBRE,AUTORIZAÇÃO DE PESQUISA,3547.54,249 - AUT PESQ/TRANSF DIREITOS-CESSÃO TOTAL PROTOC EM 03/09/2026,-9.6496,-55.7321
MT,867015/2024,3D MINERALS LTDA,MINÉRIO DE COBRE,AUTORIZAÇÃO DE PESQUISA,9918.65,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 28/01/2026,-9.4527,-58.1692
MT,867198/2024,3D MINERALS LTDA,MINÉRIO DE COBRE,AUTORIZAÇÃO DE PESQUISA,1097.72,249 - AUT PESQ/TRANSF DIREITOS-CESSÃO TOTAL PROTOC EM 03/09/2026,-9.6582,-55.583
MT,867020/2024,3D MINERALS LTDA,MINÉRIO DE COBRE,AUTORIZAÇÃO DE PESQUISA,9911.0,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 06/07/2026,-9.7234,-56.7211
MT,867040/2024,3D MINERALS LTDA,MINÉRIO DE COBRE,AUTORIZAÇÃO DE PESQUISA,8180.35,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 09/01/2026,-9.4514,-56.0941
MT,867149/2024,3D MINERALS LTDA,OURO,REQUERIMENTO DE PESQUISA,7376.41,135 - REQ PESQ/CUMPRIMENTO EXIGÊNCIA PROTOC EM 04/06/2025,-15.4529,-58.6478
MT,867211/2024,3D MINERALS LTDA,MINÉRIO DE OURO,REQUERIMENTO DE PESQUISA,8885.21,135 - REQ PESQ/CUMPRIMENTO EXIGÊNCIA PROTOC EM 04/06/2025,-15.7679,-58.3618
MT,867024/2024,3D MINERALS LTDA,CASSITERITA,AUTORIZAÇÃO DE PESQUISA,7183.07,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 08/01/2026,-9.3896,-61.0985
MT,867027/2024,3D MINERALS LTDA,CASSITERITA,AUTORIZAÇÃO DE PESQUISA,9766.33,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 09/01/2026,-9.379,-61.3733
MT,867055/2024,3D MINERALS LTDA,OURO,AUTORIZAÇÃO DE PESQUISA,2614.86,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 06/07/2026,-9.3851,-58.9323
MT,867003/2024,3D MINERALS LTDA,MINÉRIO DE COBRE,AUTORIZAÇÃO DE PESQUISA,9920.99,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 28/01/2026,-9.3715,-57.6322
MT,867133/2024,3D MINERALS LTDA,MINÉRIO DE COBRE,AUTORIZAÇÃO DE PESQUISA,8694.18,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 07/07/2026,-9.7047,-59.0543
MT,867017/2024,3D MINERALS LTDA,MINÉRIO DE COBRE,AUTORIZAÇÃO DE PESQUISA,9918.53,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 28/01/2026,-9.4617,-57.9942
MT,867030/2024,3D MINERALS LTDA,MINÉRIO DE COBRE,AUTORIZAÇÃO DE PESQUISA,9913.35,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 27/01/2026,-9.6422,-56.8176
MT,867056/2024,3D MINERALS LTDA,MINÉRIO DE COBRE,AUTORIZAÇÃO DE PESQUISA,9906.21,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 26/01/2026,-9.4278,-57.9035
MT,867012/2024,3D MINERALS LTDA,MINÉRIO DE COBRE,AUTORIZAÇÃO DE PESQUISA,9923.57,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 29/01/2026,-9.2813,-57.7227
MT,867007/2024,3D MINERALS LTDA,MINÉRIO DE COBRE,AUTORIZAÇÃO DE PESQUISA,9913.44,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 27/01/2026,-9.6422,-57.0891
MT,867006/2024,3D MINERALS LTDA,MINÉRIO DE COBRE,AUTORIZAÇÃO DE PESQUISA,9136.66,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 09/01/2026,-9.6397,-57.1977
MT,867016/2024,3D MINERALS LTDA,MINÉRIO DE COBRE,AUTORIZAÇÃO DE PESQUISA,9918.43,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 28/01/2026,-9.4617,-58.0847
MT,867118/2024,3D MINERALS LTDA,MINÉRIO DE COBRE,AUTORIZAÇÃO DE PESQUISA,4946.41,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 08/01/2026,-9.4487,-56.8429
MT,867130/2024,3D MINERALS LTDA,MINÉRIO DE COBRE,AUTORIZAÇÃO DE PESQUISA,7494.32,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 14/07/2026,-9.7297,-56.4715
MT,867138/2024,3D MINERALS LTDA,MINÉRIO DE COBRE,AUTORIZAÇÃO DE PESQUISA,7508.04,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 14/07/2026,-9.1421,-58.9437
MT,867026/2024,3D MINERALS LTDA,CASSITERITA,AUTORIZAÇÃO DE PESQUISA,4111.39,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 08/01/2026,-9.2071,-61.1623
MT,867047/2024,3D MINERALS LTDA,MINÉRIO DE COBRE,AUTORIZAÇÃO DE PESQUISA,9913.47,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 15/07/2026,-9.6422,-59.1135
MT,867191/2024,3D MINERALS LTDA,MINÉRIO DE COBRE,AUTORIZAÇÃO DE PESQUISA,6437.86,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 14/07/2026,-9.8076,-56.2
MT,867008/2024,3D MINERALS LTDA,MINÉRIO DE COBRE,AUTORIZAÇÃO DE PESQUISA,9913.32,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 27/01/2026,-9.6422,-56.9986
MT,867119/2024,3D MINERALS LTDA,MINÉRIO DE COBRE,AUTORIZAÇÃO DE PESQUISA,1359.1,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 05/01/2026,-9.4553,-56.7332
MT,867046/2024,3D MINERALS LTDA,MINÉRIO DE OURO,AUTORIZAÇÃO DE PESQUISA,8258.85,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 15/07/2026,-9.7338,-59.1996
MT,867186/2024,3D MINERALS LTDA,FOSFATO,REQUERIMENTO DE PESQUISA,8284.92,135 - REQ PESQ/CUMPRIMENTO EXIGÊNCIA PROTOC EM 04/06/2025,-15.7121,-58.2264
MT,867145/2024,3D MINERALS LTDA,CASSITERITA,AUTORIZAÇÃO DE PESQUISA,2339.52,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 07/01/2026,-9.3681,-61.1598
MT,867152/2024,3D MINERALS LTDA,MINÉRIO DE COBRE,AUTORIZAÇÃO DE PESQUISA,2026.88,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 06/07/2026,-9.7072,-56.5352
MT,867163/2024,3D MINERALS LTDA,MINÉRIO DE COBRE,AUTORIZAÇÃO DE PESQUISA,5418.99,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 08/01/2026,-9.271,-57.4773
MT,867117/2024,3D MINERALS LTDA,MINÉRIO DE COBRE,AUTORIZAÇÃO DE PESQUISA,1281.62,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 06/01/2026,-9.4875,-56.7497
MT,867049/2024,3D MINERALS LTDA,MINÉRIO DE COBRE,AUTORIZAÇÃO DE PESQUISA,5410.4,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 07/07/2026,-9.6299,-58.9192
MT,867121/2024,3D MINERALS LTDA,MINÉRIO DE COBRE,AUTORIZAÇÃO DE PESQUISA,3453.24,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 06/07/2026,-9.713,-56.6626
MT,867021/2024,3D MINERALS LTDA,TERRAS RARAS,AUTORIZAÇÃO DE PESQUISA,9921.08,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 06/07/2026,-9.3715,-59.204
MT,867054/2024,3D MINERALS LTDA,MINÉRIO DE COBRE,AUTORIZAÇÃO DE PESQUISA,9261.31,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 15/07/2026,-9.55,-59.0181
MT,867132/2024,3D MINERALS LTDA,FOSFATO,REQUERIMENTO DE PESQUISA,973.84,135 - REQ PESQ/CUMPRIMENTO EXIGÊNCIA PROTOC EM 04/06/2025,-15.5878,-58.0056
MT,867002/2024,3D MINERALS LTDA,MINÉRIO DE COBRE,AUTORIZAÇÃO DE PESQUISA,9921.14,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 29/01/2026,-9.3625,-57.7166
MT,867057/2024,3D MINERALS LTDA,MINÉRIO DE COBRE,AUTORIZAÇÃO DE PESQUISA,1469.58,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 06/01/2026,-9.4351,-56.3476
MT,867060/2024,3D MINERALS LTDA,FOSFATO,REQUERIMENTO DE PESQUISA,696.23,131 - REQ PESQ/EXIGÊNCIA PUBL EM 30/07/2026,-15.6449,-58.0263
MT,867059/2024,3D MINERALS LTDA,FOSFATO,REQUERIMENTO DE PESQUISA,963.24,131 - REQ PESQ/EXIGÊNCIA PUBL EM 30/07/2026,-15.6307,-58.0198
MT,867058/2024,3D MINERALS LTDA,MINÉRIO DE COBRE,AUTORIZAÇÃO DE PESQUISA,9908.32,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 26/01/2026,-9.8136,-56.2685
MT,866992/2024,3D MINERALS LTDA,OURO,REQUERIMENTO DE PESQUISA,9995.3,131 - REQ PESQ/EXIGÊNCIA PUBL EM 30/07/2026,-15.4339,-58.4212
MT,867025/2024,3D MINERALS LTDA,MINÉRIO DE COBRE,AUTORIZAÇÃO DE PESQUISA,3717.05,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 08/01/2026,-9.5222,-56.079
MT,866990/2024,3D MINERALS LTDA,OURO,REQUERIMENTO DE PESQUISA,9964.23,135 - REQ PESQ/CUMPRIMENTO EXIGÊNCIA PROTOC EM 04/06/2025,-15.5059,-58.4255
MT,867043/2024,3D MINERALS LTDA,MINÉRIO DE COBRE,AUTORIZAÇÃO DE PESQUISA,2635.47,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 07/01/2026,-9.3906,-56.8924
MT,867004/2024,3D MINERALS LTDA,MINÉRIO DE COBRE,AUTORIZAÇÃO DE PESQUISA,9782.9,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 09/01/2026,-9.5392,-57.0108
MT,867013/2024,3D MINERALS LTDA,MINÉRIO DE COBRE,AUTORIZAÇÃO DE PESQUISA,9923.6,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 29/01/2026,-9.2873,-57.6412
MT,867010/2024,3D MINERALS LTDA,MINÉRIO DE COBRE,AUTORIZAÇÃO DE PESQUISA,9910.97,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 27/01/2026,-9.7324,-56.9081
MT,866995/2024,3D MINERALS LTDA,OURO,REQUERIMENTO DE PESQUISA,9831.37,131 - REQ PESQ/EXIGÊNCIA PUBL EM 30/07/2026,-15.4012,-58.2851
MT,867122/2024,3D MINERALS LTDA,MINÉRIO DE COBRE,AUTORIZAÇÃO DE PESQUISA,2057.38,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 06/01/2026,-9.7435,-56.6146
MT,867131/2024,3D MINERALS LTDA,MINÉRIO DE FERRO,REQUERIMENTO DE PESQUISA,4458.93,136 - REQ PESQ/DOCUMENTO DIVERSO PROTOC EM 15/04/2025,-9.543,-56.7524
MT,867018/2024,3D MINERALS LTDA,MINÉRIO DE COBRE,AUTORIZAÇÃO DE PESQUISA,2857.08,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 07/01/2026,-9.5124,-57.8127
MT,867019/2024,3D MINERALS LTDA,MINÉRIO DE COBRE,AUTORIZAÇÃO DE PESQUISA,7717.18,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 08/01/2026,-9.4594,-56.9124
MT,867257/2024,3D MINERALS LTDA,OURO,REQUERIMENTO DE PESQUISA,9601.54,131 - REQ PESQ/EXIGÊNCIA PUBL EM 30/07/2026,-15.6319,-58.2976
MT,867029/2024,3D MINERALS LTDA,MINÉRIO DE COBRE,AUTORIZAÇÃO DE PESQUISA,9918.56,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 28/01/2026,-9.4617,-56.0031
MT,867045/2024,3D MINERALS LTDA,OURO,REQUERIMENTO DE PESQUISA,2416.95,131 - REQ PESQ/EXIGÊNCIA PUBL EM 30/07/2026,-15.3715,-58.3926
MT,867194/2024,3D MINERALS LTDA,MINÉRIO DE COBRE,AUTORIZAÇÃO DE PESQUISA,7378.0,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 14/07/2026,-9.5546,-56.0049
MT,867009/2024,3D MINERALS LTDA,MINÉRIO DE COBRE,AUTORIZAÇÃO DE PESQUISA,9913.41,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 27/01/2026,-9.6422,-56.9081
MT,867116/2024,3D MINERALS LTDA,MINÉRIO DE COBRE,AUTORIZAÇÃO DE PESQUISA,5129.42,249 - AUT PESQ/TRANSF DIREITOS-CESSÃO TOTAL PROTOC EM 03/09/2026,-9.6503,-55.6591
MT,867192/2024,3D MINERALS LTDA,MINÉRIO DE COBRE,AUTORIZAÇÃO DE PESQUISA,6203.3,249 - AUT PESQ/TRANSF DIREITOS-CESSÃO TOTAL PROTOC EM 03/09/2026,-9.7322,-55.7516
MT,867146/2024,3D MINERALS LTDA,MINÉRIO DE COBRE,AUTORIZAÇÃO DE PESQUISA,3218.23,249 - AUT PESQ/TRANSF DIREITOS-CESSÃO TOTAL PROTOC EM 03/09/2026,-9.6579,-56.024
MT,867053/2024,3D MINERALS LTDA,MINÉRIO DE COBRE,AUTORIZAÇÃO DE PESQUISA,9916.04,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 16/07/2026,-9.552,-59.1135
MT,867048/2024,3D MINERALS LTDA,MINÉRIO DE COBRE,AUTORIZAÇÃO DE PESQUISA,9199.64,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 15/07/2026,-9.6289,-59.0139
MT,867022/2024,3D MINERALS LTDA,TERRAS RARAS,AUTORIZAÇÃO DE PESQUISA,9918.68,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 28/01/2026,-9.4617,-59.3851
MT,867011/2024,3D MINERALS LTDA,MINÉRIO DE COBRE,AUTORIZAÇÃO DE PESQUISA,9926.17,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 29/01/2026,-9.1911,-57.6322
