competencia,arquivo,cnpj_declarante,declarante,tp_aplic,cnpj_cota,nome_cota,ds_ativo,emissor,valor,pct_pl
202506,cda_fi_BLC_2_202506.csv,54.486.743/0001-42,MRAVP ESTRUTURADO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,Cotas de Fundos,55.582.462/0001-56,,,,2288597.36,
202506,cda_fi_BLC_2_202506.csv,54.486.870/0001-41,ANPES ESTRUTURADO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,Cotas de Fundos,55.582.462/0001-56,,,,1754502.29,
202506,cda_fi_BLC_2_202506.csv,54.862.828/0001-88,MATA RICA ALTS FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO,Cotas de Fundos,55.582.462/0001-56,,,,762865.79,
202506,cda_fi_BLC_2_202506.csv,55.253.302/0001-63,DMAIS8 RV FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,Cotas de Fundos,55.582.462/0001-56,,,,762865.79,
202506,cda_fi_BLC_2_202506.csv,55.508.066/0001-89,PREDA 2 FUNDO DE INVESTIMENTO EM AÇÕES,Cotas de Fundos,55.582.462/0001-56,,,,1144743.76,
202506,cda_fi_BLC_2_202506.csv,55.582.462/0001-56,WHG PCS II ITAMINAS FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,Cotas de Fundos,60.715.887/0001-26,,,,144883324.68,
202506,cda_fi_BLC_2_202506.csv,55.582.462/0001-56,WHG PCS II ITAMINAS FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,Cotas de Fundos,37.525.998/0001-58,,,,1037235.89,
202506,cda_fi_BLC_2_202506.csv,55.761.575/0001-19,G5 STUTTGART FUNDO DE INVESTIMENTO EM AÇÕES,Cotas de Fundos,41.574.762/0001-89,,,,366543.11,
202506,cda_fi_BLC_2_202506.csv,55.825.849/0001-96,G5 MARINA BAY 95 FUNDO DE INVESTIMENTO MULTIMERCADO,Cotas de Fundos,41.574.762/0001-89,,,,760576.96,
202506,cda_fi_BLC_2_202506.csv,57.270.020/0001-08,1295 ESTRUTURADO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,Cotas de Fundos,55.582.462/0001-56,,,,3814328.93,
202506,cda_fi_BLC_2_202506.csv,57.541.842/0001-78,VILLAGE RV FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,Cotas de Fundos,55.582.462/0001-56,,,,457541.44,
202506,cda_fi_BLC_2_202506.csv,57.717.000/0001-24,MCL B FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,Cotas de Fundos,53.263.484/0001-28,,,,0.00,
202506,cda_fi_BLC_2_202506.csv,58.114.787/0001-00,SERRAZUL ESTRUTURADO VF FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,Cotas de Fundos,55.582.462/0001-56,,,,356063.38,
202506,cda_fi_BLC_2_202506.csv,58.114.949/0001-00,MANDACARU II FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,Cotas de Fundos,55.582.462/0001-56,,,,763755.94,
202506,cda_fi_BLC_2_202506.csv,58.140.467/0001-17,G5 MAKTUB I FIF - CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA,Cotas de Fundos,41.574.762/0001-89,,,,916357.77,
202506,cda_fi_BLC_2_202506.csv,58.377.889/0001-00,G5 ARB FIF - CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO RESP LIMITADA,Cotas de Fundos,41.574.762/0001-89,,,,733086.23,
202506,cda_fi_BLC_4_202506.csv,13.596.279/0001-60,VICTORIA FALLS FI FINANCEIRO - CI MULT CRED PRIV - RESP LIMITADA,Debêntures,,,DEB,,573838.18,
202506,cda_fi_BLC_4_202506.csv,13.596.279/0001-60,VICTORIA FALLS FI FINANCEIRO - CI MULT CRED PRIV - RESP LIMITADA,Debêntures,,,DEB,,227934.97,
202506,cda_fi_BLC_4_202506.csv,13.596.279/0001-60,VICTORIA FALLS FI FINANCEIRO - CI MULT CRED PRIV - RESP LIMITADA,Debêntures,,,DEB,,184859.43,
202506,cda_fi_BLC_4_202506.csv,13.596.279/0001-60,VICTORIA FALLS FI FINANCEIRO - CI MULT CRED PRIV - RESP LIMITADA,Debêntures,,,DEB,,161230.75,
202506,cda_fi_BLC_4_202506.csv,13.596.279/0001-60,VICTORIA FALLS FI FINANCEIRO - CI MULT CRED PRIV - RESP LIMITADA,Debêntures,,,DEB,,202476.69,
202506,cda_fi_BLC_4_202506.csv,13.596.279/0001-60,VICTORIA FALLS FI FINANCEIRO - CI MULT CRED PRIV - RESP LIMITADA,Debêntures,,,DEB,,21060.99,
202506,cda_fi_BLC_5_202506.csv,13.596.279/0001-60,VICTORIA FALLS FI FINANCEIRO - CI MULT CRED PRIV - RESP LIMITADA,Depósitos a prazo e outros títulos de IF,,,,ABC BRASIL,159069.90,
202506,cda_fi_BLC_5_202506.csv,13.596.279/0001-60,VICTORIA FALLS FI FINANCEIRO - CI MULT CRED PRIV - RESP LIMITADA,Depósitos a prazo e outros títulos de IF,,,,NU FINANCEIRA S,173748.30,
202506,cda_fi_BLC_5_202506.csv,13.596.279/0001-60,VICTORIA FALLS FI FINANCEIRO - CI MULT CRED PRIV - RESP LIMITADA,Depósitos a prazo e outros títulos de IF,,,,HAITONG BB,295811.61,
202506,cda_fi_BLC_8_202506.csv,13.596.279/0001-60,VICTORIA FALLS FI FINANCEIRO - CI MULT CRED PRIV - RESP LIMITADA,Disponibilidades,,,Disponibilidade,,1000.00,
202506,cda_fi_BLC_8_202506.csv,13.596.279/0001-60,VICTORIA FALLS FI FINANCEIRO - CI MULT CRED PRIV - RESP LIMITADA,Valores a pagar,,,Valores a Pagar,,11061.58,
202506,cda_fi_BLC_8_202506.csv,13.596.279/0001-60,VICTORIA FALLS FI FINANCEIRO - CI MULT CRED PRIV - RESP LIMITADA,Valores a receber,,,Valores a Receber,,14090.45,
202506,cda_fi_BLC_8_202506.csv,15.779.618/0001-79,VICTORIA FALLS FUNDO DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR,Disponibilidades,,,Disponibilidade,,11890.98,
202506,cda_fi_BLC_8_202506.csv,15.779.618/0001-79,VICTORIA FALLS FUNDO DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR,Valores a pagar,,,Valores a Pagar,,14010.34,
202506,cda_fi_BLC_8_202506.csv,15.779.618/0001-79,VICTORIA FALLS FUNDO DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR,Valores a receber,,,Valores a Receber,,0.00,
202506,cda_fi_BLC_8_202506.csv,41.574.762/0001-89,G5 F ITAMINAS MINÉRIOS FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO,Disponibilidades,,,CONTA CORRENTE,,999999.35,
202506,cda_fi_BLC_8_202506.csv,41.574.762/0001-89,G5 F ITAMINAS MINÉRIOS FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO,Valores a pagar,,,VALORES A PAGAR,,21.74,
202506,cda_fi_BLC_8_202506.csv,55.582.462/0001-56,WHG PCS II ITAMINAS FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,Disponibilidades,,,Disponibilidade,,2000.00,
202506,cda_fi_BLC_8_202506.csv,55.582.462/0001-56,WHG PCS II ITAMINAS FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,Valores a pagar,,,Valores a Pagar,,40724.48,
202506,cda_fi_BLC_8_202506.csv,57.717.000/0001-24,MCL B FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,Disponibilidades,,,Disponibilidade,,0.00,
202506,cda_fi_BLC_8_202506.csv,57.717.000/0001-24,MCL B FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,Valores a pagar,,,Valores a Pagar,,0.00,
202506,cda_fi_BLC_8_202506.csv,57.717.000/0001-24,MCL B FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,Valores a receber,,,Valores a Receber,,35443.62,
202506,cda_fi_BLC_8_202506.csv,10.566.011/0001-97,VICTORIA FALLS FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATEGIA INVESTIMENTO NO EXTERIOR,Disponibilidades,,,Participacao/5W PARTICIPACOES LTD,Participacao/5W PARTICIPACOES LTD,2654910.79,
202506,cda_fi_BLC_8_202506.csv,10.566.011/0001-97,VICTORIA FALLS FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATEGIA INVESTIMENTO NO EXTERIOR,Disponibilidades,,,Participacao/PARTICIP TAQUARIL,Participacao/PARTICIP TAQUARIL,33865200.01,
202506,cda_fi_BLC_8_202506.csv,10.566.011/0001-97,VICTORIA FALLS FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATEGIA INVESTIMENTO NO EXTERIOR,Disponibilidades,,,Disponibilidade,,914.73,
202506,cda_fi_BLC_8_202506.csv,10.566.011/0001-97,VICTORIA FALLS FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATEGIA INVESTIMENTO NO EXTERIOR,Disponibilidades,,,Participacao/HEALTHY FOR ALL INVE,Participacao/HEALTHY FOR ALL INVE,3578814.19,
202506,cda_fi_BLC_8_202506.csv,10.566.011/0001-97,VICTORIA FALLS FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATEGIA INVESTIMENTO NO EXTERIOR,Disponibilidades,,,Participacao/TROPICAL,Participacao/TROPICAL,36787000.00,
202506,cda_fi_BLC_8_202506.csv,10.566.011/0001-97,VICTORIA FALLS FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATEGIA INVESTIMENTO NO EXTERIOR,Valores a pagar,,,Valores a Pagar,,28616247.51,
202506,cda_fi_BLC_8_202506.csv,10.566.011/0001-97,VICTORIA FALLS FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATEGIA INVESTIMENTO NO EXTERIOR,Valores a receber,,,Valores a Receber,,28595458.45,
202506,cda_fi_PL_202506.csv,13.596.279/0001-60,VICTORIA FALLS FI FINANCEIRO - CI MULT CRED PRIV - RESP LIMITADA,,,,,,,
202506,cda_fi_PL_202506.csv,15.779.618/0001-79,VICTORIA FALLS FUNDO DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR,,,,,,,
202506,cda_fi_PL_202506.csv,41.574.762/0001-89,G5 F ITAMINAS MINÉRIOS FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO,,,,,,,
202506,cda_fi_PL_202506.csv,55.582.462/0001-56,WHG PCS II ITAMINAS FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,,,,,,,
202506,cda_fi_PL_202506.csv,57.717.000/0001-24,MCL B FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,,,,,,,
202506,cda_fi_PL_202506.csv,10.566.011/0001-97,VICTORIA FALLS FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATEGIA INVESTIMENTO NO EXTERIOR,,,,,,,
